flower_id,mother_name,Hindi Primary Name,Hindi Primary Transliteration,Hindi Alternate Name 1,Hindi Alternate Name 1 Transliteration,Telugu Primary Name,Telugu Primary Transliteration,Telugu Alternate Name 1,Telugu Alternate Name 1 Transliteration,Tamil Primary Name,Tamil Primary Transliteration,Tamil Alternate Name 1,Tamil Alternate Name 1 Transliteration,Kannada Primary Name,Kannada Primary Transliteration,Kannada Alternate Name 1,Kannada Alternate Name 1 Transliteration,Malayalam Primary Name,Malayalam Primary Transliteration,Malayalam Alternate Name 1,Malayalam Alternate Name 1 Transliteration,Marathi Primary Name,Marathi Primary Transliteration,Marathi Alternate Name 1,Marathi Alternate Name 1 Transliteration,Gujarati Primary Name,Gujarati Primary Transliteration,Gujarati Alternate Name 1,Gujarati Alternate Name 1 Transliteration,Bengali Primary Name,Bengali Primary Transliteration,Bengali Alternate Name 1,Bengali Alternate Name 1 Transliteration,Odia Primary Name,Odia Primary Transliteration,Odia Alternate Name 1,Odia Alternate Name 1 Transliteration,botanical_name,english_common_name,french_common_name
417,Perfect vigilance,हिम चंपा,Him Champa,बड़ा चंपा,Bada Champa,సంపంగి tree,Sampangi Tree,పెద్ద సంపంగి,Pedda Sampangi,செண்பக மரம்,Shenbaga Maram,பெருஞ்செண்பகம்,Perunshenbagam,ಸಂಪಿಗೆ ಮರ,Sampige Mara,ದೊಡ್ಡ ಸಂಪಿಗೆ,Dodda Sampige,ചെമ്പകമരം,Chempakamaram,വലിയ ചെമ്പകം,Valiya Chempakam,हिम चंपा,Him Champa,बड़ा चंपा,Bada Champa,હિમ ચામ્પો,Him Champo,મોટો ચામ્પો,Moto Champo,হিমচাঁপা,Himchampa,বড় চাঁপা,Boro Champa,ହିମ ଚମ୍ପା,Hima Champa,ବଡ଼ ଚମ୍ପା,Bada Champa,Magnolia grandiflora L.,Southern magnolia; Bull bay,Magnolia; Magnolia à grandes fleurs
418,The guardian,हरकच,Harkach,कांटा चेला,Kanta Chela,ఎత్తు ముళ్ల చెట్టు,Ettu Mulla Chettu,,,கழுதைமுள்ளி,Kazhuthaimulli,,,ಕಾಡು ಮುಳ್ಳು,Kadu Mullu,,,ചുള്ളിക്കണ്ടൽ,Chullikkandal,,,हरकच,Harkach,कांटा चेला,Kanta Chela,દરિયાઈ આંકડો,Dariyai Ankdo,,,হড়গোজা,Hargoja,কাঁটা জোলা,Kanta Jola,ହରକଞ୍ଚ,Harakancha,କଣ୍ଟା ଚେଲା,Kanta Chela,Acanthus ilicifolius L.,Sea holly; Holy mangrove,Acanthe; Acanthe à feuilles de houx
419,Sentry,क्लीमैटिस,Clematis,,,నల్ల తీగ,Nalla Teega,,,ஆட்டுக்கொடி,Aattuk kodi,,,ಕಾಡು ಬಳ್ಳಿ,Kadu Balli,,,കാട്ടുകൊടി,Kaattukodi,,,क्लीमैटिस,Clematis,,,જંગલી વેલ,Jangli Vel,,,বুনো লতা,Buno Lota,,,ଜଙ୍ଗଲୀ ଲତା,Jangali Lata,,,Clematis L. sp.,Traveller's joy,Clématite
420,Effort towards the truth,चलता,Chalta,भव्य चलता,Bhavya Chalta,కాళింగ,Kalinga,ఉవ్వ చెట్టు,Uvva Chettu,உவா மரம்,Uvaa Maram,சிவப்பு உவா,Sivappu Uvaa,ದಿವ್ವೆ ಮರ,Divve Mara,ಕಾಡು ಕಣಗಲ,Kadu Kanagala,വാഴപ്പുളി,Vazhappuli,കണിപ്പുന്ന,Kanippunna,चलता,Chalta,भव्य चलता,Bhavya Chalta,કરમબેલ,Karambel,ચલતા,Chalta,চালতা,Chalta,চালতা গাছ,Chalta Gachh,ଓଉ,Ou,ଓଉ ଗଛ,Ou Gachha,Dillenia suffruiticosa (Griff.) Martelli.,Shrubby dillenia,Dillénie; Pomme d'Inde
421,Absolute truthfulness,कप फूल,Cup Phool,,,బంగారు గంటల తీగ,Bangaru Gantala Teega,,,தங்கக் கோப்பைப் பூ,Thanga Koppaip Poo,,,ಚಿನ್ನದ ಬಟ್ಟಲು ಬಳ್ಳಿ,Chinnada Battalu Balli,,,സ്വർണ്ണക്കപ്പ് പൂവ്,Swarnakkappu Poovu,,,कप फूल,Cup Phool,,,ગોલ્ડન કપ વેલ,Golden Cup Vel,,,সোনার পেয়ালা লতা,Sonar Peyala Lota,,,ସୁନା ପେଆଲା ଲତା,Suna Peala Lata,,,Solandra maxima (Sesse & Moc.) P. Green.,Cup of gold vine,Coupe d'or; Solandra
425,Spiritual speech,शतावरी,Shatavari,सफ़ेद मुसली,Safed Musli,పిల్లిపీచర,Pillipeechara,చల్లగడ్డ,Challagadda,தண்ணீர்விட்டான் கிழங்கு,Thanneer Vittan Kilangu,சதாவரி,Sathavari,ಶತಾವರಿ,Shatavari,ಹಿಪ್ಪಲಿ ಬಳ್ಳಿ,Hippali Balli,ശതാവരി,Shatavari,ശതാവരിക്കിഴങ്ങ്,Shatavarikkizhangu,शतावरी,Shatavari,सतमुली,Satmuli,શતાવરી,Shatavari,શતમૂલી,Satmuli,শতমূলী,Shatamuli,শতাবরী,Shatavari,ଶତାବରୀ,Shatavari,ଶତମୂଳୀ,Shatamuli,Asparagus densiflorus (Kunth.) Jessop. 'Sprengeri',Asparagus,Asperge; Asperge d'ornement
436,Eloquence,इलायची लता,Elaichi Lata,शंख लता,Shankh Lata,నోటి చంపా,Noti Champa,,,சிற்றரத்தை,Sitharathai,பேரரத்தை,Perarathai,ಚಿಟ್ಟರತ್ತೆ,Chittaratte,ಕಾಡು ಶುಂಟಿ,Kadu Shunti,ചിറ്റരത്ത,Chittaratha,പേരരത്ത,Peraratha,चमेली झाड भेद,Chameli Zhad Bhed,,,એલચી વેલ ભેદ,Elchi Vel Bhed,,,পুন্নাগ গাছ,Punnang Gachh,,,ପୁନ୍ନାଗ ଗଛ,Punnaga Gachha,,,Alpinia zerumbet (Pers.) B.L. Burn & Rosemary. M. Sm.,Shell ginger,Gingembre coquillage; Alpinia
439,Boastfulness,गेंद फूल वृक्ष,Gend Phool Vriksha,चेतु,Chetu,బంతి చెట్టు,Banti Chettu,,,பந்து மரம்,Panthu Maram,,,ಚಂಡು ಮರ,Chendu Mara,,,പന്തുമരം,Panthumaram,,,चेंडू झाड,Chendu Zhad,,,દડા ઝાડ,Dada Zhad,,,বল গাছ,Bol Gachh,,,ବଲ ଗଛ,Bala Gachha,,,Parkia pedunculata (Roxb.) Macbr. [P. biglandulosa Wight & Am.],Badminton ball tree,Arbre à balle
440,Gossip,जंगली अरबी,Jangli Arbi,,,అడవి చేమ,Adavi Chema,,,காட்டுச் சேனை,Kaattuch Senai,,,ಕಾಡು ಕೆಸವು,Kadu Kesavu,,,കാട്ടുചേന,Kaattuchena,,,रान आळू,Ran Alu,,,જંગલી અળવી,Jangli Alvi,,,বুনো কচু,Buno Kochu,,,ଜଙ୍ଗଲୀ ସାରୁ,Jangali Saru,,,Typhonium blumei Nicols. & Sivadasan.,Typhonium,Typhonium
443,Observation,सेनेकियो,Senecio,,,సెనెషియో,Senecio,,,செனேசியோ,Senecio,,,ಸೆನೆಸಿಯೋ,Senecio,,,സെനേഷ്യോ,Senecio,,,सेनेशिओ,Senecio,,,સેનેશિયો,Senecio,,,সেনেশিও,Senecio,,,ସେନେସିଓ,Senecio,,,Senecio L. sp.,Ragwort,Séneçon
445,Prudence,हिरणखुरी,Hirankhuri,साधुमुखी,Sadhumukhi,ఎర్ర పిండికూర,Erra Pindikoora,,,முயல்செவி,Muyalsevi,,,ಇಲಿ ಕಿವಿ ಗಿಡ,Ili Kivi Gida,,,മുയൽച്ചെവിയൻ,Muyalcheviyan,,,सदामंडी,Sadamandi,,,હીરણખુરી,Hirankhuri,,,সাদামণ্ডি,Sadamondi,,,ସଦାମଣ୍ଡି,Sadamandi,,,Emilia sonchifolia (L.) Moench. [E. javanica (Burm. f.) Robinson.],Lilac tasselflower,Emilie; Goutte de sang
451,Knowledge,सुबबूल,Subabul,सफेद बबूल,Safed Babul,సుబాబుల్,Subabul,తెల్ల తుమ్మ,Tella Thumma,சவாண்டல்,Savandal,வெண் பாபட்,Ven Bapat,ಸುಬಾಬುಲ್,Subabul,ಸೀಮೆ ಜಾಲರಿ,Seeme Jalari,സൂബാബുൾ,Subabul,സീമപ്പൂച്ചെടി,Seemappoochedi,सुबाभूळ,Subabul,पांढरा बाभूळ,Pandhra Babul,સુબાવળ,Subaval,સફેદ બાવળ,Safed Baval,সুবাবলা,Subabla,সাদা বাবলা,Shada Babla,ସୁବାବୁଲ,Subabula,ଧଳା ବାବୁଲ,Dhala Babula,Leucaena leucocephala (Lam.) De Wit.,White leadtree; River tamarind,Faux mimosa; Leucaena
460,Inspiration,ईशरमूल,Isharmul,कीड़ा मार,Kiramar,ఈశ్వరవేరు,Eswaraveeru,నల్ల ఈశ్వరి,Nalla Eswari,ஈஸ்வர மூலி,Eswara Mooli,ஆடுதீண்டாப்பாளை,Aadutheendaapaalai,ಈಶ್ವರಬೇರು,Eswaraberu,ಆಡುಮುಟ್ಟದ ಬಳ್ಳಿ,Adamuttada Balli,ഈശ്വരമൂലി,Eswaramooli,ആടുതിന്നാപാലാ,Aaduthinnapaala,सापसण,Sapsan,ईश्वरी,Eswari,નિરવલ્લી,Nirvalli,ઈશ્વરી,Eswari,ঈশ্বরমূল,Eswarmul,আড়মুল,Armul,ଈଶ୍ୱରମୂଳ,Eswaramula,ନାଗବେଲି,Nagabeli,Aristolochia littoralis L. Parodi. [A. elegans M.T. Mast.],Calico flower,Aristoloche
462,Revelation,केउ,Keu,कुष्ठ,Kushta,చెంగల్వకోష్టు,Chengalvakoshtu,కీవు,Keevua,கோஷ்டம்,Kostham,வெண்கோஷ்டம்,Venkostham,ಚೆಂಗಲಕೋಷ್ಟ,Chengalakoshta,ಪುಷ್ಕರಮೂಲ,Pushkaramoola,ആനക്കൂവ,Aanakoova,ചങ്ങലക്കൂവ,Changalakoova,पेवा,Peva,पुष्करमूळ,Pushkarmool,પેવો,Pevo,પુષ્કરમૂળ,Pushkarmool,কেউ,Keu,কেউমূল,Keumul,ଗାଈ ଚାଉଳ,Gai Chaula,ପୁଷ୍କରମୂଳ,Pushkaramula,Costus speciosus (J.G. Koenig) Sm. (rose form),Crepe ginger,Costus; Canne d'eau
469,Attraction for the light,काली मूसली,Kali Musli,स्याह मूसली,Syah Musli,నేలతాడి,Nelatadi,నేలతాడి గడ్డలు,Nelatadi Gaddalu,நிலப்பனை,Nilappanai,நிலப்பனங்கிழங்கு,Nilappanangkilangu,ನೆಲತಾಳೆ,Nelatale,ನೆಲತಾಳೆ ಗೆಡ್ಡೆ,Nelatale Gedde,നിലപ്പന,Nilappana,നിലപ്പനക്കിഴങ്ങ്,Nilappanakkizhangu,काळी मुसळी,Kali Musali,,,કાળી મુસળી,Kali Musali,,,তালমূলী,Talmuli,কালো মুসলী,Kalo Musli,କଳା ମୁସଳୀ,Kala Musali,ତାଳମୂଳୀ,Talamuli,Curculigo orchioides Gaertn.,Black musli,Curculigo
472,Movements in the light,पंचतारा,Panchtara,,,ఐదు నక్షత్రాల పువ్వు,Aidu Nakshatrula Puvvu,,,ஐந்து நட்சத்திர பூ,Ainthu Natchathira Poo,,,ಐದು ನಕ್ಷತ್ರದ ಹೂ,Aidu Nakshatrada Hoo,,,അഞ്ചു നക്ഷത്രപ്പൂവ്,Anchu Natchathrappoovu,,,पाच चांदणी फूल,Pach Chandni Phool,,,પાંચ તારા ફૂલ,Panch Tara Phool,,,পাঁচ তারা ফুল,Panch Tara Phool,,,ପାଞ୍ଚ ତାରକା ଫୁଲ,Pancha Taraka Phula,,,Pentas lanceolata (Forssk.) Deflers.,Egyptian starcluster,Pentas; Étoile égyptienne
476,Light without obscurity,अमेज़न लिली,Amazon Lily,,,అమెజాన్ లిల్లీ,Amazon Lily,,,அமேசான் லில்லி,Amazon Lily,,,ಅಮೆಜಾನ್ ಲಿಲ್ಲಿ,Amazon Lily,,,ആമസോൺ ലില്ലി,Amazon Lily,,,अमेझॉन लिली,Amazon Lily,,,એમેઝોન લિલી,Amazon Lily,,,অ্যামাজন লিলি,Amazon Lily,,,ଆମାଜନ ଲିଲି,Amazon Lily,,,Eucharis Xgrandiflora Planch. & Lind.,Amazon lily,Lys d'Amazonie; Eucharis
479,Alchemy,मकड़ी लिली,Makdi Lily,,,సాలెపురుగు లిల్లీ,Salepurugu Lily,,,சிலந்தி லில்லி,Silanthi Lily,,,ಜೇಡ ಲಿಲ್ಲಿ,Jeda Lily,,,ചിലന്തി ലില്ലി,Chilanthi Lily,,,कोळी लिली,Koli Lily,,,કરોળિયા લિલી,Karoliya Lily,,,মাকড়সা লিলি,Makorsa Lily,,,ବୁଢ଼ୀଆଣୀ ଲିଲି,Budhiani Lily,,,Hymenocallis Salisb. spp.,Spider lily,Lys araignée; Hymenocallis
480,Occultism,जल कुमुदिनी,Jal Kumudini,,,నీటి లిల్లీ,Neeti Lily,,,நீர் லில்லி,Neer Lily,,,ನೀರಿನ ಲಿಲ್ಲಿ,Neerina Lily,,,നീർ ലില്ലി,Neer Lily,,,जल लिली,Jal Lily,,,જળ લિલી,Jal Lily,,,জল লিলি,Jal Lily,,,ଜଳ ଲିଲି,Jala Lily,,,Pancratium zeylanicum L.,Rain lily,Lys maritime; Pancrace
492,New birth,मरवा,Marwa,मरुआ,Marua,మరువము,Maruvamu,,,மருவக்கொழுந்து,Maruvakkolundhu,,,ಮರುಪತ್ರ,Marupatra,,,മരുപത്രം,Marupathram,,,मरवा,Marwa,,,મરવો,Marvo,,,মরু পাতা,Moru Pata,,,ମରୁ ପତ୍ର,Maru Patra,,,Origanum majorana L.,Sweet marjoram,Marjolaine; Origan
493,Beginning of realisation,अगस्त्य,Agastya,गाछ मूंगा,Gach Munga,అవిశ,Avisha,అవిస చెట్టు,Avisa Chettu,அகத்தி,Agathi,அகத்தி கீரை,Agathi Keerai,ಅಗಸೆ,Agase,ಅಗಸೆ ಮರ,Agase Mara,അഗത്തി,Agathi,അഗത്തിച്ചീര,Agathicheera,अगस्ती,Agasti,हदगा,Hadga,અગસ્ત્ય,Agastya,અગથિયો,Agathiyo,বক ফুল,Bok Phool,অগস্ত্য,Agastya,ଅଗସ୍ତି,Agasti,ଅଗସ୍ତି ଫୁଲ,Agasti Phula,Sesbania grandiflora (L.) Poir.,Hummingbird tree; Vegetable hummingbird,Agathi; Sbania
495a,Liberation,कुंभी,Kumbhi,साखू,Sakhu,దుద్దిప్ప,Duddippa,కలిపి చెట్టు,Kalipi Chettu,பைமா மரம்,Paimaa Maram,ஆலங்கடை,Aalangkadai,ದಿಂಡಿಗ,Dindiga,ಗೌಜು ಮರ,Gauju Mara,പേഴ്,Pezhu,പേഴുക്കായ്,Pezhukkay,कुंभ्या,Kumbhya,कुंभी,Kumbhi,કુંભી,Kumbhi,કુંભી ઝાડ,Kumbhi Zhad,কুಂಭী,Kumbhi,কুಂಭী গাছ,Kumbhi Gachh,କୁମ୍ଭୀ,Kumbhi,କୁମ୍ଭୀ ଗଛ,Kumbhi Gachha,Careya arborea Roxb.,Wild guava; Kumbhi,Careya; Arbre de Kumbhi
498,Joy of victory,पीली ट्रम्पेट बेल,Peeli Trumpet Bel,,,పసుపు గంటల తీగ,Pasupu Gantala Teega,,,மஞ்சள் டிரம்பெட் கொடி,Manjal Trumpet Kodi,,,ಹಳದಿ ಕಹಳೆ ಬಳ್ಳಿ,Haladi Kahale Balli,,,മഞ്ഞ ട്രമ്പറ്റ് കൊടി,Manja Trumpet Kodi,,,पिवळी ट्रम्पेट बेल,Pivli Trumpet Bel,,,પીળી ટ્રમ્પેટ વેલ,Pili Trumpet Vel,,,হলুদ ট্রাম্পেট লতা,Holud Trumpet Lota,,,ହଳଦିଆ ଟ୍ରମ୍ପେଟ ଲତା,Haladia Trumpet Lata,,,Anemopaegma chamberlaynii (Sims) Bur. & Schum.,Yellow trumpet vine,Liane trompette jaune
500,Transformation,नीम चमेली,Neem Chameli,आकाश नीम,Akash Neem,కవటా ముసిని,Kavata Musini,మల్లె మాను,Malle Maanu,மரமல்லி,Maramalli,மரம் மல்லிகை,Maram Malligai,ಆಕಾಶ ಮಲ್ಲಿಗೆ,Akasha Mallige,ಮರ ಮಲ್ಲಿಗೆ,Mara Mallige,ആകാശമല്ലി,Aakashamalli,മരമല്ലി,Maramalli,नीम चमेली,Neem Chameli,आकाश नीम,Akash Neem,લીમડી ચમેલી,Limdi Chameli,આકાશ લીમડો,Akash Limdo,আকাশ নিম,Akash Neem,নিম চামেলী,Neem Chameli,ଆକାଶ ନିମ୍ବ,Akasha Nimba,ନିମ୍ବ ଚାମେଲୀ,Nimba Chameli,Millingtonia hortensis L.,Indian cork tree; Tree jasmine,Jasmin d'arbre; Millingtonia
634,Supramental action,समुद्र फल,Samudra Phal,,,సముద్రపు కాయ,Samudrapu Kaya,కడప,Kadapa,சமுத்திரப்பழம்,Samuthirappazham,கடம்பு,Kadambu,ಸಮುದ್ರದ ಕಾಯಿ,Samudrada Kayi,ಕಡಪ ಮರ,Kadapa Mara,സമുദ്രപ്പഴം,Samudrappazham,കടമ്പ്,Kadambu,समुद्रफळ,Samudraphal,कुंबी,Kumbi,સમુદ્રફળ,Samudrafal,કુંભી,Kumbhi,সমুদ্র ফল,Samudra Phol,হিজল,Hijol,କିଆପୋଷା,Kiaposha,ସମୁଦ୍ର ଫଳ,Samudra Phala,Barringtonia asiatica (L.) Kurz.,Sea poison tree,Bonnet d'évêque; Barringtonia
639,Success in supramental work,गलगल,Galgal,पीला कपास,Peela Kapas,కొండగోగు,Kondagogu,అడవి బూరుగు,Adavi Burugu,மஞ்சள் இலவம்,Manjal Ilavam,காட்டுப்பருத்தி,Kaattupparutthi,ಅರಸಿನ ಬುರುಗ,Arasina Buruga,ಕಾಡು ಹತ್ತಿ,Kadu Hatti,മഞ്ഞച്ചെമ്പകം,Manjachempakam,കാട്ടുപരുത്തി,Kaattuparutthi,गलगल,Galgal,पिवळा कापूस,Pivla Kapas,પીળો કપાસ,Pilo Kapas,ગલગલ,Galgal,সোনাপদ্ম,Sonapadma,হলুদ তুলা,Holud Tula,କନିଆଁ,Kania,ହଳଦିଆ ତୁଳା,Haladia Tula,Cochlospermum religiosum (L.) Alston.,Buttercup tree; Yellow silk cotton,Arbre à beurre; Cochlospermum
640,Realisation of supramental riches,कनक चंपा,Kanak Champa,मुचुकुंद,Muchukunda,మచుకుంద,Machukunda,తడ చెట్టు,Tada Chettu,செம்மரப் பூ,Semmarap Poo,முசுகுந்தம்,Musugundham,ಮುಚುಕುಂದ,Muchukunda,ತಡ ಮರ,Tada Mara,മുചുകുന്ദം,Muchukundam,മലവേപ്പ്,Malaveepu,कनक चंपा,Kanak Champa,मुचुकुंद,Muchukunda,કનક ચામ્પો,Kanak Champo,મુચુકુંદ,Muchukund,কনকচাঁপা,Kanakchampa,মুচুকুন্দ,Muchukunda,ମୁଚୁକୁନ୍ଦ,Muchukunda,କନକ ଚମ୍ପା,Kanak Champa,Pterospermum acerifolium (L.) Willd.,Dinnerplate tree,Ptérosperme; Kanak champa
642,Supramental rain,अग्नि लता,Agni Lata,गोल्डन शॉवर,Golden Shower,అగ్ని తీగ,Agni Teega,రత్న తీగ,Ratna Teega,அக்னி கொடி,Agni Kodi,தங்க அருவி கொடி,Thanga Aruvi Kodi,ಅಗ್ನಿ ಬಳ್ಳಿ,Agni Balli,ಚಿನ್ನದ ಜಲಪಾತ ಬಳ್ಳಿ,Chinnada Jalapatha Balli,തീക്കൊടി,Theekkodi,സ്വർണ്ണ അരുവി കൊടി,Swarna Aruvi Kodi,अग्नि लता,Agni Lata,गोल्डन शॉवर,Golden Shower,અગ્નિ લતા,Agni Lata,ગોલ્ડન શોવર,Golden Shower,অগ্নি লতা,Agni Lota,গোল্ডেন শাওয়ার,Golden Shower,ଅଗ୍ନି ଲତା,Agni Lata,ଗୋଲ୍ଡେନ ସାୱାର,Golden Shower,Pyrostegia venusta (Ker-Gawl.) Miers.,Flame vine,Liane de feu; Pyrostégie
009,Divine love spreading over the world,अनार,Anar,दाड़िम,Dadim,దానిమ్మ,Danimma,దాడిమ,Dadima,மாதுளை,Madhulai,மாதுளம்பழம்,Madhulambazham,ದಾಳಿಂಬೆ,Dalimbe,ದಾಳಿಂಬ,Dalimba,മാതളം,Mathalam,മാതളനാരകം,Mathalanarakam,डाळिंब,Dalimb,डाळिंबाचे झाड,Dalimbache Zhad,દાડમ,Dadam,દાડમડી,Dadamdi,ডালিম,Dalim,বেদানা,Bedana,ଦାଳିମ୍ବ,Dalimba,ଦାଳିମ୍ବ ଗଛ,Dalimba Gachha,Punica granatum L.,Pomegranate,Grenadier; Grenade
037,Mental promise,कंगी,Kangi,अतिबला,Atibala,తుత్తిరి,Tuttiri,ముద్రబెండ,Mudrabenda,துத்தி,Thuthi,பணியாரத்துத்தி,Paniyarathturuthi,ತುತ್ತೂರಿ,Tuttoori,ಶ್ರೀಮುದ್ರೆ,Shrimudre,ഊരം,Ooram,കുറുന്തോട്ടി,Kurunthotti,कंगी,Kangi,पेटारी,Petari,કંગી,Kangi,અતિબલા,Atibala,পেটুম্বা,Petumba,ঝুমকা জবা,Jhumka Jaba,ପେଟାରୀ,Petari,ଅତିବଳା,Atibala,Abutilon indicum (L.) Sweet.,Indian mallow,Abutilon; Mauve indienne
511,Beauty arising from consecration,शतावरी,Shatavari,सतमुली,Satmuli,పిల్లిపీచర,Pillipeechara,చల్లగడ్డ,Challagadda,தண்ணீர்விட்டான் கிழங்கு,Thanneer Vittan Kilangu,சதாவரி,Sathavari,ಶತಾವರಿ,Shatavari,ಹಿಪ್ಪಲಿ ಬಳ್ಳಿ,Hippali Balli,ശതാവരി,Shatavari,ശതാവരിക്കിഴങ്ങ്,Shatavarikkizhangu,शतावरी,Shatavari,सतमुली,Satmuli,શતાવરી,Shatavari,શતમૂલી,Satmuli,শতমূলী,Shatamuli,শতাবরী,Shatavari,ଶତାବରୀ,Shatavari,ଶତମୂଳୀ,Shatamuli,Asparagus L. sp.,Asparagus,Asperge; Asperge d'ornement
660,Psychic peace,कुटज,Kutaj,इंद्रजौ,Indrajau,కోలముక్క,Kolamukka,ఇంద్రయవ,Indrayava,வெப்பாலை,Veppalai,குடசப்பாலை,Kudasappalai,ಕೊಡಸಗನ ಮರ,Kodasagana Mara,ಕೊಡಸಗ,Kodasaga,കുടകപ്പാല,Kudakappala,ഗിരിമല്ലിക,Girimallika,पांढरा कुडा,Pandhra Kuda,कुडा,Kuda,ધવડો,Dhavdo,કુડા,Kuda,কুড়চি,Kurchi,সাদা কুড়চি,Shada Kurchi,କେରୁଆ,Kerua,କୋରୟା,Koraya,Holarrhena pubescens (Buch.-Ham.) Wall.,Kurchi,Holarrhéna; Kurchi
663,Organisation of the being around the psychic,लाल चित्रक,Lal Chitrak,,,చిత్రమూలము,Chitramoolamu,తెల్ల చిత్రమూలము,Tella Chitramoolamu,கொடிவேலி,Kodivelai,வெண் கொடிவேலி,Ven Kodivelai,ಚಿತ್ರಮೂಲ,Chitramoola,ಬಿಳಿ ಚಿತ್ರಮೂಲ,Bili Chitramoola,കൊടുവേലി,Koduveli,വെള്ളക്കൊടുവേലി,Vellakkoduveli,चित्रा,Chitra,पांढरा चित्रक,Pandhra Chitrak,ચિત્રક,Chitrak,સફેદ ચિત્રક,Safed Chitrak,সাদা চিতক,Shada Chitak,চিত্রক,Chitrak,ଧଳା ଚିତା,Dhala Chita,ଚିତ୍ରକ,Chitrak,Plumbago indica L.,Red leadwort,Dentelaire de Ceylan; Plumbago
840,First appearance of purity in the inconscient,चित्रक,Chitrak,सफ़ेद चित्रक,Safed Chitrak,చిత్రమూలము,Chitramoolamu,తెల్ల చిత్రమూలము,Tella Chitramoolamu,கொடிவேலி,Kodivelai,வெண் கொடிவேலி,Ven Kodivelai,ಚಿತ್ರಮೂಲ,Chitramoola,ಬಿಳಿ ಚಿತ್ರಮೂಲ,Bili Chitramoola,കൊടുവേലി,Koduveli,വെള്ളക്കൊടുവേലി,Vellakkoduveli,चित्रा,Chitra,पांढरा चित्रक,Pandhra Chitrak,ચિત્રક,Chitrak,સફેદ ચિત્રક,Safed Chitrak,সাদা চিতক,Shada Chitak,চিত্রক,Chitrak,ଧଳା ଚିତା,Dhala Chita,ଚିତ୍ରକ,Chitrak,Plumbago zeylanica L.,White leadwort,Dentelaire de Ceylan; Plumbago
008,Divine sacrifice,अनार,Anar,दाड़िम,Dadim,దానిమ్మ,Danimma,దాడిమ,Dadima,மாதுளை,Madhulai,மாதுளம்பழம்,Madhulambazham,ದಾಳಿಂಬೆ,Dalimbe,ದಾಳಿಂಬ,Dalimba,മാതളം,Mathalam,മാതളനാരകം,Mathalanarakam,डाळिंब,Dalimb,डाळिंबाचे झाड,Dalimbache Zhad,દાડમ,Dadam,દાડમડી,Dadamdi,ডালিম,Dalim,বেদানা,Bedana,ଦାଳିମ୍ବ,Dalimba,ଦାଳିମ୍ବ ଗଛ,Dalimba Gachha,Punica granatum L.,Pomegranate,Grenadier; Grenade
010,Unmanifest divine love,अबरूस,Abrus,गुमची,Gumchi,దానిమ్మ,Danimma,దాడిమ,Dadima,மாதுளை,Madhulai,மாதுளம்பழம்,Madhulambazham,ದಾಳಿಂಬೆ,Dalimbe,ದಾಳಿಂಬ,Dalimba,മാതളം,Mathalam,മാതളനാരകം,Mathalanarakam,डाळिंब,Dalimb,डाळिंबाचे झाड,Dalimbache Zhad,દાડમ,Dadam,દાડમડી,Dadamdi,ডালিম,Dalim,বেদানা,Bedana,ଦାଳିମ୍ବ,Dalimba,ଦାଳିମ୍ବ ଗଛ,Dalimba Gachha,Punica granatum L.,Rosary pea,Grenadier; Grenade
035,Sign of the spirit,बांदा,Banda,अमरबेल,Amarbel,జిడ్డు పుల్ల,Jiddu Pulla,వృక్షాదని,Vrikshadani,புல்லுருவி,Pulluruvi,ஒட்டுப்புல்,Ottuppul,ಬಂದಳಿಕೆ,Bandalike,ಬಂಧಕ,Bandhaka,ഇത്തിൾക്കണ്ണി,Ithilkanni,വൃക്ഷാദനി,Vrikshadani,अंबरवेल,Ambarvel,बांदा,Banda,બંદો,Bando,વૃક્ષાકની,Vrikshakni,পরজীবী লতা,Porojibi Lota,বান্দা,Banda,ମଳଙ୍ଗ,Malanga,ବୃକ୍ଷାଦନୀ,Brukshadani,Viscum album L.,Mistletoe,Gui; Gui blanc
557,First movement of riches towards the divine,मेक्सिकन सूरजमुखी,Mexican Surajmukhi,,,మెక్సికన్ పొద్దుతిరుగుడు,Mexican Podduthirugudu,,,மெக்சிகன் சூரியகாந்தி,Mexican Sooriyagandhi,,,ಮೆಕ್ಸಿಕನ್ ಸೂರ್ಯಕಾಂತಿ,Mexican Suryakanthi,,,മെക്സിക്കൻ സൂര്യകാന്തി,Mexican Sooryakanthi,,,मेक्सिकन सूर्यफूल,Mexican Suryaphul,,,મેક્સિકન સૂરજમુખી,Mexican Surajmukhi,,,মেক্সিকান সূর্যমুখী,Mexican Suryamukhi,,,ମେକ୍ସିକାନ ସୂର୍ଯ୍ୟମୁଖୀ,Mexican Suryamukhi,,,Tithonia diversifolia (Hemsl.) A. Gray.,Tree marigold; Mexican sunflower,Tournesol du Mexique; Tithonia
539,Lightness,विलायती बबूल,Vilayati Babul,,,సీమ తుమ్మ,Seema Thumma,,,சீமை வேலன்,Seemai Velan,,,ಸೀಮೆ ಜಾಲರಿ,Seeme Jalari,,,സീമവേലം,Seemavelam,,,विलायती बाभूळ,Vilayati Babul,,,વિલાયતી બાવળ,Vilayati Baval,,,বিলাতি বাবলা,Bilati Babla,,,ବିଲାତି ବାବୁଲ,Bilati Babula,,,Parkinsonia aculeata L.,Jerusalem thorn,Epinard de Jérusalem; Parkinsonia
